ADEP,ADES,cluster_kmeans,AC Type,n,delta_dist_nm_mean,delta_dist_nm_std,delta_dist_nm_p5,delta_dist_nm_p95,delta_duration_h_mean,delta_duration_h_std,delta_duration_h_p5,delta_duration_h_p95,delta_fuel_kg_mean,delta_fuel_kg_std,delta_fuel_kg_p5,delta_fuel_kg_p95
LTFJ,EDDB,0,A20N,13,21.96,64.82,-12.32,152.78,0.29,0.72,-0.09,1.75,663.08,1657.09,-202.8,4031.88
LTFJ,EDDB,0,A21N,30,-2.59,14.6,-18.66,25.13,-0.0,0.11,-0.18,0.2,-4.21,272.91,-442.98,490.23
LTFJ,EDDB,0,A320,4,-7.88,23.27,-24.36,20.33,0.02,0.07,-0.06,0.09,38.53,182.04,-149.72,220.92
LTFJ,EDDB,0,B738,10,-1.7,15.13,-18.64,21.18,0.06,0.12,-0.1,0.23,151.73,279.98,-240.88,552.68
LTFJ,EDDB,1,A21N,13,-3.6,11.13,-17.3,12.76,0.03,0.06,-0.06,0.11,79.83,148.86,-161.42,269.12
LTFJ,EDDB,1,B738,2,-6.25,3.32,-8.36,-4.14,0.06,0.05,0.03,0.09,136.65,117.87,61.64,211.66
LTFJ,EDDB,2,A21N,28,-13.92,14.7,-34.02,7.27,-0.01,0.09,-0.15,0.13,-16.14,236.37,-378.45,327.55
LTFJ,EDDB,2,A320,1,-3.7,,-3.7,-3.7,0.04,,0.04,0.04,93.8,,93.8,93.8
LTFJ,EDDF,0,A20N,4,-28.68,31.94,-64.53,2.17,-0.11,0.1,-0.23,-0.03,-253.6,237.65,-528.81,-66.03
LTFJ,EDDF,0,A21N,47,-36.15,24.92,-72.87,-1.16,-0.15,0.08,-0.26,-0.03,-373.06,202.47,-649.88,-85.91
LTFJ,EDDF,0,B738,3,-48.2,41.16,-73.11,-7.68,-0.15,0.1,-0.23,-0.06,-353.13,231.46,-545.63,-133.43
LTFJ,EDDF,1,A20N,2,-18.95,37.97,-43.11,5.21,-0.06,0.03,-0.08,-0.04,-148.15,73.19,-194.72,-101.58
LTFJ,EDDF,1,A21N,25,-24.23,26.12,-63.44,8.52,-0.1,0.1,-0.25,0.03,-240.79,245.43,-617.42,88.0
LTFJ,EDDF,1,A321,7,110.97,66.16,62.15,211.93,-0.04,0.54,-0.86,0.23,-111.89,1520.14,-2419.19,632.78
LTFJ,EDDF,1,B738,1,-26.9,,-26.9,-26.9,-0.06,,-0.06,-0.06,-146.0,,-146.0,-146.0
LTFJ,EDDH,0,A20N,4,-34.5,14.58,-47.08,-19.4,-0.09,0.08,-0.18,-0.01,-209.52,185.32,-403.44,-21.45
LTFJ,EDDH,0,A21N,41,-33.35,16.55,-50.5,-5.1,-0.08,0.11,-0.25,0.11,-199.64,276.09,-630.2,287.2
LTFJ,EDDH,1,A20N,1,-45.6,,-45.6,-45.6,-0.07,,-0.07,-0.07,-162.9,,-162.9,-162.9
LTFJ,EDDH,1,A21N,10,-37.04,26.33,-77.17,-0.31,-0.09,0.09,-0.19,0.04,-215.25,227.33,-465.62,94.14
LTFJ,EDDH,1,A320,7,-44.87,14.74,-63.78,-26.55,-0.14,0.1,-0.24,-0.0,-345.97,244.2,-588.54,-6.61
LTFJ,EDDH,1,A321,10,-33.51,34.16,-58.04,22.64,-0.08,0.1,-0.21,0.03,-235.19,267.43,-585.02,94.19
LTFJ,EDDH,1,B38M,2,-28.85,17.47,-39.97,-17.74,-0.05,0.03,-0.07,-0.03,-114.05,66.4,-156.3,-71.8
LTFJ,EDDH,1,B738,2,-48.1,23.33,-62.95,-33.25,-0.02,0.16,-0.12,0.09,-37.3,387.49,-283.9,209.3
LTFJ,EDDK,0,A20N,7,-19.86,7.66,-30.09,-10.25,0.02,0.1,-0.09,0.15,45.29,219.57,-203.07,349.63
LTFJ,EDDK,0,A21N,39,-6.77,27.03,-34.36,40.67,0.07,0.14,-0.11,0.26,164.68,350.26,-276.27,647.54
LTFJ,EDDK,0,A320,4,-29.92,11.5,-40.1,-19.23,-0.03,0.05,-0.09,0.0,-70.4,117.39,-212.87,8.65
LTFJ,EDDK,0,A321,1,3.5,,3.5,3.5,0.05,,0.05,0.05,132.3,,132.3,132.3
LTFJ,EDDK,0,B38M,1,12.7,,12.7,12.7,0.09,,0.09,0.09,183.2,,183.2,183.2
LTFJ,EDDK,0,B738,9,-22.8,6.12,-32.34,-16.5,-0.01,0.12,-0.12,0.15,-34.98,277.62,-299.32,350.66
LTFJ,EDDK,1,A20N,6,-2.73,17.26,-19.27,18.4,0.03,0.15,-0.14,0.22,79.32,348.55,-330.33,499.42
LTFJ,EDDK,1,A21N,19,-0.89,18.07,-27.1,22.06,0.01,0.08,-0.09,0.12,31.64,188.25,-236.78,287.76
LTFJ,EDDK,1,A320,10,-4.32,15.71,-30.95,11.97,-0.02,0.08,-0.11,0.1,-37.19,189.66,-269.78,247.47
LTFJ,EDDK,1,A321,26,6.79,14.93,-12.0,31.38,0.05,0.09,-0.08,0.18,151.15,250.35,-225.55,489.05
LTFJ,EDDK,1,B38M,4,2.12,15.09,-10.54,19.86,0.1,0.13,-0.04,0.24,206.5,279.91,-78.19,510.44
LTFJ,EDDK,1,B738,15,1.37,24.57,-29.47,39.41,0.07,0.11,-0.05,0.23,161.78,258.14,-109.59,544.08
LTFJ,EDDL,0,A20N,10,-18.36,15.27,-37.19,4.42,-0.0,0.09,-0.12,0.12,-1.24,204.86,-270.05,266.45
LTFJ,EDDL,0,A21N,42,-15.06,13.24,-31.98,9.4,-0.01,0.1,-0.16,0.14,-31.28,242.77,-407.0,342.72
LTFJ,EDDL,0,A320,1,-29.8,,-29.8,-29.8,-0.0,,-0.0,-0.0,-0.7,,-0.7,-0.7
LTFJ,EDDL,0,B738,5,-21.1,8.23,-30.68,-11.5,-0.03,0.08,-0.1,0.08,-72.38,196.93,-232.64,188.14
LTFJ,EDDL,1,A20N,5,-14.1,19.41,-32.7,7.58,0.02,0.06,-0.04,0.09,48.52,130.55,-91.3,207.76
LTFJ,EDDL,1,A21N,11,-13.43,17.22,-34.25,12.35,0.02,0.14,-0.15,0.26,63.48,360.45,-373.55,638.95
LTFJ,EDDL,1,A320,1,-23.6,,-23.6,-23.6,-0.07,,-0.07,-0.07,-170.1,,-170.1,-170.1
LTFJ,EDDL,2,A21N,18,-10.67,20.04,-32.62,18.19,-0.01,0.1,-0.17,0.14,-18.69,253.28,-435.47,354.88
LTFJ,EDDL,2,A321,4,-15.23,7.89,-22.66,-6.29,-0.02,0.1,-0.12,0.08,-66.1,268.03,-347.35,218.44
LTFJ,EDDL,2,B38M,1,-8.5,,-8.5,-8.5,0.07,,0.07,0.07,156.3,,156.3,156.3
LTFJ,EDDL,2,B738,3,-6.63,26.11,-32.38,9.92,0.1,0.17,-0.02,0.28,251.6,417.61,-53.34,661.26
LTFJ,EDDL,3,A21N,19,-27.86,15.78,-46.71,-3.76,-0.03,0.1,-0.17,0.09,-79.95,240.33,-436.37,222.52
LTFJ,EDDL,4,A21N,22,-16.69,13.95,-31.96,2.64,0.0,0.14,-0.17,0.25,2.68,349.15,-419.54,621.01
LTFJ,EDDL,4,B738,7,-17.06,11.01,-32.78,-5.87,0.01,0.09,-0.11,0.11,28.16,206.12,-269.0,265.91
LTFJ,EDDM,0,A20N,10,2.74,14.11,-18.12,20.78,0.0,0.07,-0.09,0.1,7.95,169.12,-214.86,232.0
LTFJ,EDDM,0,A21N,16,2.17,17.18,-27.72,22.12,0.0,0.07,-0.12,0.07,4.01,162.7,-300.88,183.65
LTFJ,EDDM,0,A320,1,-28.3,,-28.3,-28.3,-0.03,,-0.03,-0.03,-82.0,,-82.0,-82.0
LTFJ,EDDM,0,B738,2,-0.95,6.15,-4.86,2.96,0.0,0.09,-0.05,0.06,4.0,208.31,-128.57,136.57
LTFJ,EDDM,1,A20N,3,-10.0,6.4,-15.76,-4.24,-0.08,0.17,-0.24,0.04,-190.8,381.9,-562.29,102.99
LTFJ,EDDM,1,A21N,22,4.53,13.8,-16.65,23.8,-0.03,0.09,-0.15,0.12,-81.25,220.35,-376.12,295.2
LTFJ,EDDM,1,A321,1,19.5,,19.5,19.5,-0.04,,-0.04,-0.04,-108.9,,-108.9,-108.9
LTFJ,EDDM,1,B738,2,6.35,20.58,-6.74,19.44,-0.06,0.08,-0.11,-0.01,-141.3,192.33,-263.7,-18.9
LTFJ,EDDM,2,A20N,6,5.83,16.6,-15.88,23.15,0.0,0.05,-0.03,0.08,9.3,122.6,-78.2,191.68
LTFJ,EDDM,2,A21N,9,7.28,12.24,-10.48,22.24,0.0,0.1,-0.1,0.15,1.73,240.4,-252.06,371.48
LTFJ,EDDM,2,A320,3,0.47,13.56,-11.88,12.51,-0.03,0.08,-0.1,0.04,-69.27,198.73,-260.91,89.01
LTFJ,EDDS,0,A20N,3,-20.57,13.55,-32.68,-8.29,0.01,0.02,-0.0,0.04,29.83,55.06,-11.95,83.54
LTFJ,EDDS,0,A21N,8,-6.36,23.85,-22.9,31.41,-0.01,0.09,-0.15,0.07,-14.98,222.68,-364.79,182.81
LTFJ,EDDS,0,A320,1,1.4,,1.4,1.4,-0.03,,-0.03,-0.03,-77.7,,-77.7,-77.7
LTFJ,EDDS,0,A321,2,5.65,7.42,0.92,10.38,0.0,0.07,-0.04,0.05,11.3,202.94,-117.85,140.45
LTFJ,EDDS,0,B738,4,-16.35,25.57,-45.37,8.05,0.02,0.11,-0.1,0.12,41.18,253.64,-239.11,295.1
LTFJ,EDDS,1,A20N,3,1.07,4.05,-2.0,5.02,0.02,0.08,-0.06,0.09,46.63,186.57,-131.88,198.78
LTFJ,EDDS,1,A21N,17,-0.34,13.77,-25.08,17.74,0.04,0.1,-0.1,0.18,100.82,247.54,-243.14,438.78
LTFJ,EDDS,1,A320,3,21.3,22.72,5.9,43.7,0.16,0.14,0.02,0.25,405.3,354.8,56.15,618.65
LTFJ,EDDS,1,A321,3,0.2,6.37,-6.05,4.84,0.0,0.05,-0.05,0.03,4.13,141.03,-134.43,86.79
LTFJ,EDDS,1,B738,9,1.63,14.2,-14.68,23.8,0.04,0.07,-0.03,0.13,100.14,156.75,-82.42,309.34
LTFJ,EDDS,2,A20N,3,10.43,4.46,6.3,14.31,0.05,0.01,0.03,0.06,113.5,33.68,80.44,137.95
LTFJ,EDDS,2,A21N,10,-4.68,12.89,-15.38,17.91,0.0,0.07,-0.09,0.09,6.08,163.14,-236.74,233.52
LTFJ,EDDS,2,A320,3,-3.67,9.32,-12.85,2.81,0.03,0.1,-0.06,0.12,83.03,242.69,-143.54,291.43
LTFJ,EDDS,2,A321,1,15.8,,15.8,15.8,0.05,,0.05,0.05,134.6,,134.6,134.6
LTFJ,EDDS,2,B38M,1,-4.7,,-4.7,-4.7,-0.08,,-0.08,-0.08,-166.2,,-166.2,-166.2
LTFJ,EDDS,2,B738,6,2.1,13.96,-14.5,19.03,0.02,0.1,-0.1,0.13,46.67,240.64,-240.35,309.3
LTFJ,EDDS,3,A20N,1,-27.8,,-27.8,-27.8,-0.1,,-0.1,-0.1,-228.8,,-228.8,-228.8
LTFJ,EDDS,3,A21N,12,1.84,14.18,-16.6,21.83,0.03,0.09,-0.09,0.17,73.95,234.62,-219.96,434.56
LTFJ,EDDS,3,B738,3,-4.73,10.46,-15.03,1.62,0.03,0.04,-0.01,0.06,66.43,86.9,-14.2,141.77
LTFJ,EDDV,0,A20N,2,-2.65,22.42,-16.92,11.61,0.03,0.06,-0.01,0.07,66.75,134.14,-18.62,152.11
LTFJ,EDDV,0,A21N,25,-12.01,13.98,-34.64,7.98,-0.01,0.1,-0.12,0.15,-25.42,247.19,-305.7,372.32
LTFJ,EDDV,0,A320,1,14.2,,14.2,14.2,-0.05,,-0.05,-0.05,-119.4,,-119.4,-119.4
LTFJ,EDDV,1,A20N,1,-16.0,,-16.0,-16.0,-0.03,,-0.03,-0.03,-70.9,,-70.9,-70.9
LTFJ,EDDV,1,A21N,15,-13.45,15.88,-30.32,14.03,-0.02,0.05,-0.11,0.05,-62.47,134.09,-267.17,132.36
LTFJ,EDDV,1,A320,9,-3.34,19.96,-30.5,20.24,-0.01,0.04,-0.06,0.03,-30.41,87.79,-157.28,78.4
LTFJ,EDDV,1,A321,2,8.85,17.18,-2.08,19.78,0.03,0.05,-0.0,0.06,81.35,138.1,-6.54,169.24
LTFJ,EDDV,1,B738,1,-19.8,,-19.8,-19.8,-0.04,,-0.04,-0.04,-87.3,,-87.3,-87.3
LTFJ,EGSS,0,A20N,3,2.3,10.71,-5.78,12.76,0.05,0.12,-0.03,0.16,103.73,270.81,-65.11,370.67
LTFJ,EGSS,0,A21N,30,6.71,14.78,-12.27,35.37,0.07,0.12,-0.1,0.27,177.71,299.9,-247.1,676.09
LTFJ,EGSS,0,A320,1,-5.9,,-5.9,-5.9,0.06,,0.06,0.06,161.1,,161.1,161.1
LTFJ,EGSS,0,B738,1,14.7,,14.7,14.7,0.07,,0.07,0.07,162.7,,162.7,162.7
LTFJ,EGSS,1,A20N,1,-14.4,,-14.4,-14.4,0.05,,0.05,0.05,104.8,,104.8,104.8
LTFJ,EGSS,1,A21N,31,-3.95,13.98,-23.7,20.25,0.02,0.11,-0.15,0.19,45.41,269.73,-379.1,475.7
LTFJ,EGSS,1,A320,4,-2.1,13.64,-11.85,14.44,-0.04,0.08,-0.13,0.04,-102.02,207.57,-324.28,107.59
LTFJ,EGSS,1,A321,33,-1.04,14.01,-15.6,29.66,0.04,0.13,-0.11,0.27,123.11,352.86,-315.84,759.8
LTFJ,EGSS,2,A20N,5,-2.82,19.1,-25.42,19.0,0.08,0.11,-0.07,0.18,183.14,264.26,-159.02,420.14
LTFJ,EGSS,2,A21N,12,1.47,20.98,-18.2,33.82,0.12,0.1,-0.05,0.23,305.39,253.92,-115.42,581.07
LTFJ,EGSS,2,A320,4,-0.92,12.92,-12.98,11.38,0.02,0.17,-0.15,0.21,42.03,425.36,-366.04,523.98
LTFJ,EGSS,2,A321,10,3.58,10.31,-10.69,17.8,0.03,0.09,-0.08,0.15,95.96,241.19,-217.0,434.27
LTFJ,EGSS,3,A20N,7,-2.93,14.71,-25.8,9.04,0.04,0.08,-0.03,0.17,101.86,189.5,-76.06,392.96
LTFJ,EGSS,3,A21N,27,-4.81,16.33,-25.47,22.95,0.04,0.11,-0.1,0.26,110.99,285.03,-258.97,640.77
LTFJ,EGSS,3,A320,1,-18.3,,-18.3,-18.3,0.05,,0.05,0.05,134.0,,134.0,134.0
LTFJ,EGSS,3,A321,7,-10.76,14.8,-31.27,4.33,0.01,0.08,-0.08,0.11,39.43,210.85,-215.86,301.56
LTFJ,EGSS,3,B738,2,-19.25,13.22,-27.67,-10.84,0.01,0.13,-0.07,0.09,20.7,308.3,-175.5,216.9
LTFJ,EGSS,4,A20N,2,-5.35,3.04,-7.28,-3.42,0.06,0.04,0.04,0.09,147.9,102.53,82.65,213.15
LTFJ,EGSS,4,A21N,13,5.46,21.82,-13.9,44.64,0.05,0.11,-0.09,0.19,130.22,264.5,-224.48,477.3
LTFJ,EGSS,4,A320,1,-1.0,,-1.0,-1.0,0.02,,0.02,0.02,40.3,,40.3,40.3
LTFJ,EGSS,4,A321,12,4.82,8.95,-5.12,19.8,0.01,0.14,-0.18,0.18,36.08,397.96,-517.22,506.79
LTFJ,EGSS,4,B738,1,-13.1,,-13.1,-13.1,0.04,,0.04,0.04,94.7,,94.7,94.7
LTFJ,EHAM,0,A20N,24,4.35,10.54,-5.93,22.91,0.07,0.12,-0.11,0.25,161.08,280.79,-257.42,586.73
LTFJ,EHAM,0,A21N,59,0.99,10.24,-12.2,17.67,0.05,0.11,-0.1,0.21,127.98,273.08,-256.84,522.13
LTFJ,EHAM,0,A320,17,10.82,18.51,-9.36,42.9,0.05,0.12,-0.1,0.23,126.5,300.31,-246.66,564.16
LTFJ,EHAM,0,A321,11,3.44,10.94,-8.45,20.15,0.01,0.06,-0.07,0.1,35.79,179.2,-191.65,266.9
LTFJ,EHAM,0,B738,4,2.57,17.64,-17.49,17.0,0.07,0.1,-0.04,0.15,159.65,230.33,-96.99,371.0
LTFJ,EHAM,1,A20N,1,13.0,,13.0,13.0,0.13,,0.13,0.13,300.2,,300.2,300.2
LTFJ,EHAM,1,A21N,16,10.05,8.93,-0.72,23.02,0.05,0.12,-0.1,0.23,120.11,288.81,-260.08,574.65
LTFJ,EHAM,1,A320,11,6.37,16.75,-11.65,34.45,0.01,0.11,-0.13,0.16,31.26,279.3,-334.15,400.25
LTFJ,EHAM,1,A321,8,10.58,20.99,-9.13,42.89,0.07,0.15,-0.08,0.29,201.81,407.88,-234.03,798.65
LTFJ,EHAM,1,B738,4,3.15,10.77,-6.68,12.97,0.04,0.12,-0.09,0.17,104.35,292.73,-205.9,412.7
LTFJ,EKCH,0,A20N,10,-29.66,6.37,-39.48,-23.48,-0.1,0.09,-0.24,-0.03,-240.35,196.96,-549.02,-68.75
LTFJ,EKCH,0,A21N,40,-18.87,9.77,-32.48,-3.23,-0.09,0.1,-0.25,0.07,-226.26,245.3,-628.37,167.61
LTFJ,EKCH,0,A320,3,-27.23,7.62,-33.62,-20.03,-0.12,0.11,-0.23,-0.03,-299.53,281.28,-567.38,-67.34
LTFJ,EKCH,0,A321,4,-8.52,20.34,-24.76,15.8,-0.15,0.22,-0.34,0.09,-418.0,616.03,-959.55,253.68
LTFJ,EKCH,0,B738,8,-28.99,26.42,-47.46,13.01,-0.12,0.1,-0.24,0.03,-284.76,250.58,-581.41,74.65
LTFJ,GMMN,0,A21N,1,-22.4,,-22.4,-22.4,-0.09,,-0.09,-0.09,-234.0,,-234.0,-234.0
LTFJ,GMMN,0,A320,27,-0.97,17.27,-14.75,32.26,0.02,0.18,-0.22,0.29,59.8,445.5,-560.15,721.57
LTFJ,GMMN,0,B738,12,-1.96,25.19,-27.2,32.29,0.05,0.15,-0.15,0.27,116.28,350.01,-347.68,649.98
LTFJ,GMMN,1,A21N,20,-5.34,17.45,-18.06,6.67,0.02,0.15,-0.25,0.21,52.3,383.09,-619.14,524.21
LTFJ,GMMN,1,A321,1,-15.4,,-15.4,-15.4,-0.04,,-0.04,-0.04,-107.4,,-107.4,-107.4
LTFJ,LFLL,0,A21N,37,-3.94,16.1,-30.82,20.3,0.02,0.12,-0.18,0.18,54.82,305.7,-442.88,441.26
LTFJ,LFLL,0,A320,4,-5.62,4.55,-9.21,-0.26,0.03,0.14,-0.12,0.17,82.42,341.76,-298.6,417.49
LTFJ,LFLL,0,A321,4,-3.03,7.28,-11.6,3.14,-0.02,0.15,-0.17,0.13,-64.82,416.66,-486.72,375.87
LTFJ,LFLL,0,B38M,1,-9.0,,-9.0,-9.0,-0.03,,-0.03,-0.03,-59.5,,-59.5,-59.5
LTFJ,LFLL,0,B738,15,2.47,23.94,-20.77,44.26,0.04,0.1,-0.11,0.16,94.58,242.77,-265.28,379.29
LTFJ,LFPG,0,A21N,13,-1.23,18.4,-28.68,23.3,0.02,0.09,-0.12,0.16,53.81,234.74,-310.98,390.96
LTFJ,LFPG,0,A321,6,-5.97,7.64,-14.62,3.38,0.01,0.12,-0.11,0.17,40.23,330.68,-319.6,480.5
LTFJ,LFPG,0,B738,10,-0.8,17.01,-22.57,21.91,0.04,0.1,-0.06,0.19,96.27,241.4,-133.37,452.0
LTFJ,LFPG,1,A20N,1,-24.9,,-24.9,-24.9,-0.06,,-0.06,-0.06,-126.5,,-126.5,-126.5
LTFJ,LFPG,1,A21N,11,-1.29,19.45,-22.05,31.3,0.02,0.09,-0.11,0.14,56.91,231.49,-285.7,357.0
LTFJ,LFPG,1,A321,2,-6.1,13.15,-14.47,2.27,-0.07,0.14,-0.16,0.02,-191.75,387.71,-438.48,54.98
LTFJ,LFPG,1,B738,1,-19.0,,-19.0,-19.0,-0.03,,-0.03,-0.03,-70.0,,-70.0,-70.0
LTFJ,LFPG,2,A21N,42,-17.28,21.7,-52.68,8.25,-0.01,0.13,-0.18,0.15,-23.0,320.6,-448.92,385.92
LTFJ,LFPG,2,A321,3,-17.33,36.12,-46.75,17.24,0.01,0.11,-0.07,0.12,37.87,315.93,-196.0,347.24
LTFJ,LFPG,2,B738,1,-28.5,,-28.5,-28.5,0.06,,0.06,0.06,136.7,,136.7,136.7
LTFJ,LFPG,3,A21N,16,-2.74,21.42,-33.12,28.18,0.04,0.1,-0.11,0.19,103.28,244.44,-267.1,482.5
LTFJ,LFPG,3,A321,6,-0.2,12.09,-17.22,11.1,0.03,0.1,-0.11,0.12,84.4,274.43,-304.08,334.62
LTFJ,LFPG,3,B38M,1,4.4,,4.4,4.4,0.04,,0.04,0.04,79.3,,79.3,79.3
LTFJ,LFPG,3,B738,4,3.15,30.4,-29.83,30.54,0.07,0.09,-0.01,0.17,163.97,211.86,-27.7,409.79
LTFJ,LFSB,0,A20N,18,-24.49,12.27,-38.58,-6.28,0.01,0.09,-0.14,0.13,17.99,212.96,-331.34,290.5
LTFJ,LFSB,0,A21N,32,-20.27,12.11,-39.17,-4.16,0.02,0.11,-0.15,0.19,58.74,276.69,-374.1,473.13
LTFJ,LFSB,0,A320,2,-22.55,11.24,-29.7,-15.4,0.01,0.04,-0.01,0.04,35.05,105.57,-32.14,102.24
LTFJ,LFSB,0,B738,2,-12.4,23.19,-27.16,2.36,0.01,0.03,-0.0,0.03,27.3,62.23,-12.3,66.9
LTFJ,LFSB,1,A20N,5,-38.38,40.06,-68.12,16.24,-0.05,0.11,-0.18,0.07,-113.8,259.06,-415.22,161.04
LTFJ,LFSB,1,A21N,13,-38.04,21.67,-70.9,-4.18,-0.03,0.11,-0.18,0.1,-85.48,266.7,-447.66,261.02
LTFJ,LFSB,1,A320,1,-34.1,,-34.1,-34.1,0.0,,0.0,0.0,8.3,,8.3,8.3
LTFJ,LFSB,1,A321,2,-15.8,6.79,-20.12,-11.48,-0.3,0.11,-0.37,-0.23,-847.7,315.65,-1048.58,-646.82
LTFJ,LFSB,1,B38M,2,-39.4,4.38,-42.19,-36.61,-0.15,0.22,-0.29,-0.01,-317.05,458.28,-608.7,-25.41
LTFJ,LIME,0,A20N,3,-32.43,10.95,-39.19,-21.64,-0.05,0.06,-0.1,0.01,-108.53,146.39,-226.72,32.03
LTFJ,LIME,0,A21N,3,-29.7,33.1,-56.13,2.19,-0.04,0.1,-0.14,0.03,-101.4,243.88,-339.02,84.7
LTFJ,LIME,0,A321,1,-47.7,,-47.7,-47.7,-0.1,,-0.1,-0.1,-280.0,,-280.0,-280.0
LTFJ,LIME,0,B38M,2,0.2,26.3,-16.54,16.94,0.06,0.19,-0.06,0.18,122.5,395.98,-129.5,374.5
LTFJ,LIME,0,B738,12,-25.88,6.91,-36.34,-16.2,-0.05,0.09,-0.13,0.08,-109.3,206.81,-303.3,196.28
LTFJ,LIME,1,A20N,4,-26.65,24.96,-49.62,-2.7,-0.02,0.12,-0.12,0.11,-43.4,269.26,-272.14,259.54
LTFJ,LIME,1,A21N,30,-42.75,18.13,-67.73,-13.68,-0.07,0.13,-0.27,0.17,-185.11,316.27,-675.0,412.51
LTFJ,LIME,1,A320,3,-62.7,26.69,-78.74,-36.44,-0.14,0.06,-0.19,-0.08,-347.2,146.35,-473.6,-211.07
LTFJ,LIME,1,A321,8,36.05,17.05,19.5,62.78,0.09,0.11,-0.06,0.22,237.16,311.14,-170.29,620.71
LTFJ,LIME,1,B38M,1,23.8,,23.8,23.8,0.1,,0.1,0.1,210.0,,210.0,210.0
LTFJ,LIME,1,B738,13,-43.69,19.08,-76.22,-23.12,-0.07,0.1,-0.2,0.06,-162.97,250.59,-480.3,150.62
LTFJ,LIRF,0,A20N,16,-38.06,22.84,-62.08,-1.9,-0.06,0.1,-0.19,0.06,-133.59,219.37,-440.75,143.48
LTFJ,LIRF,0,A21N,48,-36.07,20.16,-62.36,3.06,-0.07,0.08,-0.19,0.07,-163.95,209.36,-473.9,178.14
LTFJ,LIRF,0,A320,3,-32.53,28.61,-53.11,-4.42,-0.04,0.19,-0.18,0.14,-95.17,464.27,-456.65,355.24
LTFJ,LIRF,0,B38M,3,-34.67,30.08,-53.52,-5.01,-0.08,0.13,-0.21,0.02,-175.03,267.32,-431.7,40.8
LTFJ,LIRF,0,B738,19,-44.54,25.28,-71.22,8.19,-0.09,0.06,-0.18,-0.03,-218.35,152.36,-438.27,-65.47
LTFJ,LLBG,0,A20N,26,10.08,14.24,-4.7,35.2,0.07,0.09,-0.04,0.22,163.42,214.92,-100.3,513.0
LTFJ,LLBG,0,A21N,146,9.77,12.42,-5.6,30.48,0.06,0.07,-0.04,0.19,154.75,178.39,-109.3,465.05
LTFJ,LLBG,0,A320,2,5.15,3.32,3.03,7.26,0.06,0.12,-0.02,0.13,139.6,303.49,-53.54,332.74
LTFJ,LLBG,0,B38M,8,4.02,6.61,-1.99,14.85,0.05,0.07,-0.02,0.14,100.57,139.3,-43.8,293.95
LTFJ,LLBG,0,B738,21,10.5,11.86,-4.1,31.4,0.05,0.05,-0.04,0.1,109.74,110.12,-85.2,249.5
LTFJ,LOWW,0,A20N,27,3.48,21.66,-20.3,47.39,0.03,0.09,-0.14,0.14,76.3,202.79,-321.71,322.3
LTFJ,LOWW,0,A21N,36,11.21,29.85,-19.8,74.08,0.06,0.08,-0.06,0.18,153.64,194.11,-157.43,446.7
LTFJ,LOWW,0,A320,5,15.1,17.83,-1.38,38.42,0.08,0.07,0.02,0.17,193.02,176.24,41.64,415.92
LTFJ,LOWW,0,B38M,4,-4.47,9.18,-13.46,4.61,0.04,0.09,-0.06,0.12,87.5,195.92,-131.25,257.25
LTFJ,LOWW,0,B738,27,9.99,32.97,-23.88,79.99,0.06,0.11,-0.06,0.25,146.1,252.58,-146.69,603.9
LTFJ,LQSA,0,A20N,30,-2.86,9.62,-17.64,11.79,0.09,0.07,-0.02,0.19,203.71,159.08,-45.14,432.52
LTFJ,LQSA,0,A21N,23,-4.15,22.02,-28.63,32.35,0.06,0.08,-0.06,0.19,142.09,193.03,-141.63,480.82
LTFJ,LQSA,0,A320,4,-4.1,7.06,-12.18,2.5,0.07,0.02,0.05,0.1,175.7,52.87,130.42,237.5
LTFJ,LQSA,0,B38M,1,25.7,,25.7,25.7,0.05,,0.05,0.05,105.0,,105.0,105.0
LTFJ,LQSA,0,B738,2,-19.3,15.98,-29.47,-9.13,0.05,0.05,0.02,0.08,124.35,119.29,48.44,200.26
LTFJ,LSZH,0,A20N,4,3.62,12.41,-5.08,18.6,0.05,0.14,-0.07,0.21,120.8,324.24,-151.33,478.33
LTFJ,LSZH,0,A21N,33,11.25,9.57,-5.3,23.18,0.08,0.11,-0.1,0.25,203.66,274.55,-239.04,637.02
LTFJ,LSZH,0,A320,1,0.9,,0.9,0.9,0.09,,0.09,0.09,222.2,,222.2,222.2
LTFJ,LSZH,0,A321,5,15.96,6.24,8.22,22.58,0.01,0.09,-0.06,0.13,39.54,238.75,-158.46,359.82
LTFJ,LSZH,1,A20N,10,-0.25,11.85,-17.76,12.1,0.05,0.08,-0.05,0.16,124.89,178.35,-106.62,373.05
LTFJ,LSZH,1,A21N,11,10.43,15.17,-10.1,32.2,0.07,0.15,-0.16,0.31,183.91,382.36,-390.6,763.55
LTFJ,LSZH,1,A320,1,27.3,,27.3,27.3,0.16,,0.16,0.16,400.7,,400.7,400.7
LTFJ,LSZH,1,A321,14,14.21,41.06,-23.99,77.29,0.03,0.16,-0.16,0.27,82.89,434.3,-451.0,756.2
LTFJ,LTAC,0,A20N,97,2.56,11.21,-7.72,29.14,0.03,0.05,-0.03,0.12,60.22,116.49,-69.2,275.8
LTFJ,LTAC,0,A21N,59,4.77,12.08,-4.33,31.47,0.03,0.06,-0.04,0.13,84.5,153.46,-92.6,336.6
LTFJ,LTAC,0,A320,21,5.7,18.8,-1.9,35.1,0.03,0.08,-0.02,0.12,67.48,209.72,-43.6,289.7
