ADEP,ADES,n,delta_dist_nm_self_mean,delta_dist_nm_self_std,delta_dist_nm_self_p5,delta_dist_nm_self_p95,delta_duration_h_self_mean,delta_duration_h_self_std,delta_duration_h_self_p5,delta_duration_h_self_p95,delta_fuel_kg_self_mean,delta_fuel_kg_self_std,delta_fuel_kg_self_p5,delta_fuel_kg_self_p95
LFPO,KEWR,62,-0.28,9.8,-15.28,10.45,0.1,0.08,-0.04,0.25,433.39,419.65,-120.59,1326.0
LFPO,LEAL,91,-3.53,7.21,-10.85,11.1,0.09,0.06,0.0,0.17,223.73,167.66,1.4,440.65
LFPO,LEBL,228,0.29,10.55,-11.79,22.33,0.01,0.07,-0.09,0.13,17.82,187.22,-242.62,365.06
LFPO,LEIB,98,-23.85,21.1,-53.36,13.92,-0.05,0.08,-0.16,0.08,-118.47,195.42,-383.3,194.42
LFPO,LEMD,375,-7.12,17.53,-29.66,19.25,0.03,0.09,-0.08,0.2,87.77,298.09,-238.31,532.5
LFPO,LEMG,137,-1.42,35.91,-16.22,38.64,0.09,0.11,-0.04,0.27,208.06,269.73,-92.72,639.94
LFPO,LEPA,161,-3.11,10.83,-19.2,15.8,0.04,0.07,-0.05,0.14,110.46,163.61,-130.0,394.7
LFPO,LEVC,125,-6.05,13.6,-16.16,5.58,0.02,0.08,-0.06,0.11,55.79,199.26,-138.62,266.78
LFPO,LEZL,72,-2.47,10.8,-14.01,18.92,0.05,0.06,-0.04,0.15,128.65,145.87,-97.47,355.8
LFPO,LFBO,479,-6.23,18.39,-35.21,13.1,-0.02,0.08,-0.15,0.08,-53.42,182.9,-342.98,195.16
LFPO,LFBP,55,-10.78,12.39,-25.07,6.02,-0.02,0.07,-0.15,0.1,-54.47,179.07,-357.5,233.39
LFPO,LFBT,60,-31.51,15.25,-44.91,-1.7,-0.05,0.05,-0.14,0.02,-116.64,119.43,-318.92,36.41
LFPO,LFBZ,86,-6.66,9.05,-17.32,9.07,0.0,0.06,-0.09,0.1,8.78,143.74,-210.32,230.5
LFPO,LFKB,143,1.68,13.61,-13.05,12.89,0.01,0.06,-0.07,0.09,28.71,150.45,-163.66,214.53
LFPO,LFKC,55,-3.53,9.2,-12.17,5.77,0.03,0.07,-0.05,0.11,74.18,166.2,-128.75,278.57
LFPO,LFKF,56,-17.45,9.01,-26.2,-0.92,0.01,0.06,-0.06,0.11,22.86,147.53,-154.75,263.2
LFPO,LFKJ,159,-22.66,25.96,-40.17,4.21,-0.03,0.14,-0.11,0.08,-63.62,345.42,-267.74,177.96
LFPO,LFLW,52,-5.26,18.23,-18.6,40.54,0.01,0.08,-0.06,0.21,8.27,50.05,-39.74,134.07
LFPO,LFML,146,4.64,16.26,-12.05,28.68,-0.03,0.09,-0.13,0.1,-71.02,218.9,-327.3,226.58
LFPO,LFMN,535,2.85,11.51,-10.6,24.62,0.05,0.06,-0.05,0.15,112.86,147.84,-106.21,351.79
LFPO,LFMP,71,-7.17,8.73,-21.1,8.95,0.0,0.08,-0.11,0.09,7.44,184.4,-262.35,218.35
LFPO,LFMT,89,-1.48,12.08,-16.28,19.38,-0.07,0.08,-0.16,0.02,-159.64,182.42,-391.22,53.98
LFPO,LFTH,79,-9.38,11.28,-26.67,9.41,0.05,0.06,-0.05,0.14,112.44,147.52,-109.5,327.07
LFPO,LGAV,89,-7.99,18.22,-26.56,21.54,0.02,0.1,-0.09,0.14,36.92,244.43,-215.46,353.26
LFPO,LGIR,91,-9.71,22.71,-25.7,6.1,0.01,0.1,-0.06,0.11,35.77,241.58,-147.3,275.7
LFPO,LICJ,62,2.92,17.65,-31.68,25.94,0.04,0.09,-0.15,0.18,104.66,231.16,-372.92,453.38
LFPO,LIMC,73,-49.46,25.81,-86.3,-3.52,-0.15,0.1,-0.3,0.01,-421.68,269.55,-835.98,18.64
LFPO,LIML,130,4.97,17.43,-14.66,42.39,-0.0,0.07,-0.09,0.1,-2.02,172.51,-226.92,232.32
LFPO,LIPZ,111,-33.26,19.17,-62.4,-1.4,-0.14,0.09,-0.28,-0.02,-327.67,201.73,-630.6,-41.6
LFPO,LIRF,284,-42.21,18.36,-69.35,-7.43,-0.1,0.07,-0.2,0.02,-242.1,173.35,-500.0,39.74
LFPO,LIRN,115,-23.44,22.41,-52.22,11.06,-0.02,0.12,-0.14,0.17,-49.83,295.15,-339.22,416.63
LFPO,LIRQ,53,-13.14,9.54,-31.88,-1.38,-0.01,0.07,-0.1,0.12,-12.43,147.05,-220.24,256.7
LFPO,LLBG,77,2.11,14.37,-16.58,25.06,0.08,0.08,-0.05,0.2,198.55,198.51,-109.22,483.74
LFPO,LMML,63,18.9,13.88,-9.37,39.46,0.05,0.1,-0.05,0.13,124.87,252.15,-134.95,325.9
LFPO,LPFR,103,-7.23,15.7,-26.64,9.46,0.04,0.07,-0.07,0.17,98.34,177.17,-156.0,414.94
LFPO,LPPR,355,-11.77,15.7,-34.53,9.43,0.05,0.07,-0.05,0.14,117.52,165.86,-115.0,353.49
LFPO,LPPT,460,-11.74,17.56,-43.33,18.23,0.07,0.09,-0.05,0.22,174.17,225.28,-125.75,560.0
LFPO,LSGG,50,-23.57,10.03,-38.48,-9.59,-0.08,0.06,-0.19,0.04,-195.26,156.5,-464.98,88.79
LFPO,TFFF,78,-0.67,7.24,-10.36,12.72,0.08,0.09,-0.07,0.21,457.21,536.42,-408.9,1117.57
LFPO,TFFR,86,-2.42,7.27,-12.08,12.98,0.08,0.07,-0.03,0.21,479.26,439.55,-152.2,1123.95
LFQQ,LFBD,59,-10.54,10.12,-24.32,5.21,-0.01,0.05,-0.08,0.07,-18.83,116.2,-190.89,161.37
LFQQ,LFBO,69,-5.26,16.34,-31.5,14.6,-0.07,0.08,-0.21,0.04,-156.13,178.87,-452.2,84.78
LFQQ,LFMN,108,4.37,12.86,-14.72,27.1,-0.02,0.08,-0.16,0.11,-57.77,182.01,-371.12,244.88
LFRB,LFLL,73,-0.23,12.1,-15.94,17.58,0.01,0.08,-0.14,0.13,-3.87,170.84,-316.42,221.02
LFRB,LFPG,106,0.29,13.67,-20.85,17.48,0.03,0.11,-0.14,0.21,33.52,229.7,-322.23,372.08
LFRK,LFLL,63,4.65,16.7,-9.27,23.36,-0.01,0.1,-0.16,0.1,-33.59,182.96,-385.71,164.28
LFRN,LFLL,55,-12.02,10.63,-27.33,7.36,0.03,0.05,-0.03,0.1,48.98,88.55,-53.27,162.99
LFRS,EHAM,83,21.86,11.54,0.91,39.13,0.09,0.07,-0.04,0.18,208.19,181.29,-99.78,452.85
LFRS,EIDW,62,-26.89,17.02,-53.88,-1.53,-0.08,0.12,-0.23,0.13,-179.16,281.25,-543.96,302.02
LFRS,GMMX,63,-10.32,14.82,-33.45,12.23,0.04,0.07,-0.05,0.11,94.55,151.19,-116.33,272.09
LFRS,LEBL,93,-11.16,12.46,-35.38,6.58,-0.05,0.07,-0.16,0.05,-127.15,169.75,-385.98,126.92
LFRS,LEMD,104,-17.2,17.45,-49.84,0.45,-0.01,0.08,-0.13,0.15,-10.31,173.55,-262.2,299.01
LFRS,LEPA,63,-11.46,21.38,-25.93,14.9,0.02,0.07,-0.05,0.15,59.88,158.15,-110.08,350.26
LFRS,LFBO,83,-7.71,9.48,-24.0,3.29,-0.02,0.07,-0.12,0.04,-51.97,167.12,-264.96,81.68
LFRS,LFLL,141,-2.68,9.78,-15.7,13.6,-0.05,0.08,-0.17,0.09,-124.48,186.03,-382.0,199.3
LFRS,LFML,111,-3.49,23.17,-48.55,33.3,0.01,0.08,-0.11,0.14,19.82,190.48,-271.0,325.65
LFRS,LFMN,103,0.68,13.75,-16.69,25.69,0.03,0.06,-0.06,0.12,75.91,133.77,-138.78,296.75
LFRS,LFMT,56,-6.9,13.79,-27.1,11.12,-0.13,0.12,-0.25,-0.05,-283.44,260.93,-547.0,-100.5
LFRS,LFPG,149,-4.72,15.75,-28.88,15.36,0.04,0.1,-0.08,0.21,99.19,252.42,-207.72,467.08
LFRS,LGIR,51,-12.33,11.83,-27.2,5.7,-0.01,0.06,-0.09,0.08,-34.07,133.51,-219.4,182.0
LFRS,LPPR,62,-5.53,12.83,-29.7,16.44,0.05,0.07,-0.07,0.17,128.89,176.78,-166.7,415.93
LFRS,LPPT,61,-2.37,22.93,-37.2,35.1,0.08,0.09,-0.03,0.25,203.07,225.52,-80.0,625.0
LFRS,LSGG,73,-16.18,10.76,-32.2,1.78,-0.01,0.14,-0.22,0.18,-15.1,341.62,-544.28,410.94
LFSB,BKPR,104,-11.69,18.92,-43.06,17.56,0.02,0.07,-0.1,0.12,35.16,167.4,-250.0,280.0
LFSB,EDDB,61,-8.34,13.14,-29.8,14.1,-0.0,0.06,-0.09,0.08,-1.32,147.16,-219.4,192.9
LFSB,EDDF,142,-53.17,20.17,-88.39,-21.92,-0.22,0.05,-0.31,-0.13,-310.75,75.01,-429.52,-187.32
LFSB,EGKK,55,9.44,30.66,-8.56,24.81,0.13,0.17,-0.02,0.36,302.09,384.6,-39.32,854.56
LFSB,EGLL,74,1.9,13.87,-14.54,27.84,0.15,0.09,0.05,0.29,359.32,204.53,122.38,732.38
LFSB,EHAM,181,-13.21,15.39,-42.2,8.9,0.06,0.1,-0.14,0.18,122.48,232.28,-317.1,390.5
LFSB,LEBL,84,-9.0,13.29,-24.36,9.95,-0.07,0.07,-0.2,0.03,-165.54,147.29,-431.5,74.51
LFSB,LEPA,104,-7.81,11.26,-24.16,11.45,0.0,0.06,-0.09,0.12,7.44,157.74,-213.32,297.26
LFSB,LFMN,65,-52.26,16.84,-79.08,-27.12,-0.21,0.06,-0.31,-0.12,-533.92,146.62,-781.44,-306.0
LFSB,LFPG,91,5.66,17.85,-16.7,32.8,0.1,0.09,0.02,0.18,262.35,232.71,36.85,546.65
LFSB,LHBP,50,-16.83,12.86,-30.41,0.4,0.0,0.05,-0.07,0.1,11.13,136.42,-177.14,239.49
LFSB,LPPR,59,2.09,17.01,-8.5,28.12,0.03,0.09,-0.08,0.14,77.69,224.3,-212.47,341.64
LFSB,LTAI,105,2.41,19.49,-23.48,27.88,0.07,0.1,-0.07,0.28,167.05,241.92,-166.7,633.16
LFSB,LTFJ,77,-5.99,25.44,-33.7,50.6,0.07,0.16,-0.12,0.32,171.12,387.24,-291.62,799.94
LFSB,LTFM,68,-20.47,15.66,-40.46,7.87,0.02,0.08,-0.08,0.16,18.42,252.1,-400.0,413.0
LFST,LFLL,54,-2.69,16.51,-13.18,22.31,0.11,0.1,0.05,0.22,186.99,173.89,80.56,372.93
LFTH,LFPO,77,0.15,8.23,-12.7,19.52,0.04,0.06,-0.04,0.12,93.74,132.55,-105.84,299.1
LGAL,LGAV,122,0.03,14.05,-16.5,26.84,0.03,0.09,-0.06,0.15,41.49,100.48,-84.66,226.64
LGAV,EBBR,114,-10.9,20.4,-42.61,22.58,-0.05,0.11,-0.22,0.1,-123.04,255.34,-553.37,237.0
LGAV,EDDB,60,-19.96,15.99,-36.75,10.31,-0.01,0.06,-0.13,0.07,-33.66,158.83,-312.15,203.89
LGAV,EDDF,129,-27.91,24.88,-64.96,11.28,-0.17,0.09,-0.32,-0.04,-454.08,242.74,-833.46,-97.54
LGAV,EDDL,74,-12.52,21.99,-43.04,20.8,-0.02,0.1,-0.18,0.13,-54.09,240.04,-449.93,327.59
LGAV,EDDM,227,4.13,17.77,-23.81,35.49,-0.05,0.08,-0.17,0.08,-147.22,229.64,-473.67,235.39
LGAV,EGKK,141,9.34,18.06,-20.3,34.7,0.07,0.14,-0.11,0.34,187.36,350.73,-263.2,836.8
LGAV,EGLL,226,8.98,17.48,-17.03,36.38,0.1,0.11,-0.06,0.3,246.42,280.07,-139.92,735.38
LGAV,EHAM,157,-0.57,20.36,-29.7,29.84,0.03,0.07,-0.08,0.15,72.94,179.79,-202.5,345.14
LGAV,EKCH,85,-42.92,41.47,-82.64,4.74,-0.18,0.1,-0.32,-0.06,-415.19,230.7,-776.22,-132.4
LGAV,ESSA,51,-9.58,17.62,-36.9,11.9,-0.03,0.08,-0.14,0.09,-69.79,182.76,-351.8,231.2
LGAV,HECA,137,10.5,13.93,-9.7,33.72,0.1,0.09,-0.01,0.26,230.47,206.03,-13.36,618.26
LGAV,KEWR,59,2.53,30.39,-41.17,32.18,0.09,0.13,-0.08,0.27,650.77,945.63,-614.48,2051.62
LGAV,KJFK,84,3.69,22.09,-43.78,28.16,0.03,0.11,-0.13,0.18,137.0,628.15,-877.68,998.43
LGAV,LATI,70,9.88,22.99,-20.13,44.78,0.04,0.07,-0.06,0.16,99.5,181.44,-155.56,408.16
LGAV,LBSF,65,-58.45,21.49,-84.16,-14.68,-0.16,0.14,-0.42,-0.01,-213.12,114.48,-389.18,-14.14
LGAV,LCLK,378,4.4,9.22,-11.06,19.5,0.05,0.05,-0.03,0.13,106.47,108.79,-60.84,306.6
LGAV,LEBL,97,7.14,19.87,-22.2,43.96,-0.0,0.08,-0.09,0.13,-4.77,209.89,-262.6,306.7
LGAV,LEMD,134,15.51,19.99,-7.69,52.14,-0.01,0.1,-0.17,0.16,-23.94,234.92,-416.7,370.06
LGAV,LFPG,214,13.64,18.68,-16.95,51.13,0.04,0.08,-0.08,0.18,105.18,237.6,-203.54,487.92
LGAV,LFPO,90,8.0,11.87,-12.38,26.5,0.02,0.09,-0.12,0.16,56.68,206.57,-290.2,394.01
LGAV,LGAL,122,-7.76,11.83,-12.0,1.42,-0.01,0.09,-0.08,0.08,-7.09,90.45,-124.72,148.75
LGAV,LGHI,181,-3.47,5.07,-7.6,2.4,-0.0,0.06,-0.09,0.1,-1.24,56.68,-84.0,87.8
LGAV,LGIK,56,-32.5,5.76,-40.9,-21.92,-0.17,0.07,-0.28,-0.09,-149.78,60.49,-247.73,-77.85
LGAV,LGIO,56,2.12,15.58,-29.45,17.95,-0.01,0.09,-0.13,0.13,-9.88,79.86,-118.12,121.38
LGAV,LGIR,333,-9.72,10.26,-27.7,4.24,-0.02,0.06,-0.14,0.08,-52.12,157.51,-308.94,201.46
LGAV,LGKF,101,19.29,16.93,-12.8,38.8,0.08,0.11,-0.06,0.26,106.66,146.56,-66.2,391.7
LGAV,LGKO,157,-14.58,11.31,-32.1,5.02,-0.05,0.07,-0.16,0.06,-49.56,85.25,-184.16,131.42
LGAV,LGKP,64,-10.73,10.56,-26.48,6.54,-0.08,0.1,-0.23,0.06,-63.08,102.68,-193.67,47.16
LGAV,LGKR,168,1.98,13.85,-18.8,18.28,0.05,0.06,-0.02,0.15,93.23,131.97,-35.02,231.94
LGAV,LGLM,65,-11.12,5.36,-14.08,-5.68,-0.07,0.12,-0.25,0.05,-66.82,110.45,-227.52,45.0
LGAV,LGMK,368,-7.66,15.51,-29.85,11.56,-0.0,0.09,-0.11,0.12,29.42,184.63,-173.86,295.56
LGAV,LGML,74,-8.11,5.87,-17.32,4.84,-0.05,0.05,-0.1,0.02,-33.33,29.79,-66.86,15.38
LGAV,LGMT,162,-6.11,7.1,-13.4,-0.61,0.0,0.06,-0.1,0.1,31.33,98.68,-92.78,235.09
LGAV,LGNX,150,-15.3,6.3,-23.6,-4.4,-0.06,0.06,-0.2,0.01,-46.1,54.22,-179.28,7.1
LGAV,LGPA,300,-10.06,7.19,-17.0,0.0,-0.05,0.05,-0.12,0.04,-44.95,43.75,-108.62,34.33
LGAV,LGPL,52,-23.32,6.6,-31.99,-12.12,0.0,0.04,-0.04,0.05,1.61,23.79,-28.17,32.5
LGAV,LGRP,219,-3.75,10.12,-24.0,14.88,-0.03,0.07,-0.13,0.06,-71.56,136.93,-273.39,159.84
LGAV,LGSA,264,-2.31,16.58,-30.7,19.08,-0.01,0.1,-0.19,0.12,24.86,175.53,-193.12,311.5
LGAV,LGSK,86,-5.08,24.99,-41.82,13.2,0.05,0.14,-0.11,0.22,46.07,124.02,-100.85,196.15
LGAV,LGSM,121,-44.5,10.76,-56.8,-25.5,-0.23,0.09,-0.32,-0.04,-205.91,78.85,-291.0,-52.4
LGAV,LGSR,643,0.31,11.25,-16.79,18.99,0.01,0.07,-0.09,0.12,41.64,143.11,-162.86,292.47
LGAV,LGTS,450,-40.11,25.59,-72.7,-0.2,-0.09,0.09,-0.2,0.06,-200.4,204.19,-477.84,153.72
LGAV,LGZA,86,19.08,11.39,5.4,38.33,-0.02,0.09,-0.17,0.14,-6.9,126.36,-161.8,235.1
LGAV,LIMC,168,-38.61,27.92,-69.99,12.49,-0.2,0.11,-0.35,-0.02,-482.43,252.63,-830.64,-59.51
LGAV,LIRF,268,-31.11,21.42,-57.4,9.26,-0.09,0.08,-0.21,0.02,-222.87,185.16,-527.1,46.7
LGAV,LLBG,229,-1.82,12.86,-21.52,21.6,0.02,0.07,-0.08,0.13,61.68,185.47,-204.98,360.0
LGAV,LOWW,119,8.33,67.33,-35.41,46.0,0.04,0.25,-0.07,0.13,100.81,591.49,-170.03,321.33
LGAV,LPPT,52,12.7,20.59,-10.78,49.73,0.04,0.08,-0.07,0.2,96.92,189.85,-159.38,460.0
LGAV,LROP,97,-39.33,13.16,-57.14,-16.9,-0.07,0.07,-0.15,0.03,-155.74,124.94,-300.72,65.28
LGAV,LSGG,62,7.6,19.73,-22.08,38.89,0.02,0.07,-0.1,0.12,61.6,161.47,-189.36,311.66
LGAV,LSZH,132,-2.31,36.87,-30.75,29.97,-0.04,0.13,-0.2,0.11,-90.98,329.69,-544.05,245.23
LGAV,LTFM,206,-24.03,17.02,-47.4,0.88,-0.02,0.07,-0.13,0.1,-95.79,280.74,-640.83,291.7
LGAV,LYBE,77,-31.56,27.42,-73.28,13.7,-0.05,0.09,-0.18,0.07,-109.87,185.81,-382.56,167.28
LGAV,OLBA,63,-6.47,9.79,-22.53,6.2,0.01,0.04,-0.04,0.07,16.86,93.25,-94.27,165.79
LGAV,OMDB,60,13.51,26.66,-18.6,52.82,0.18,0.11,0.01,0.37,1366.26,825.47,62.48,2881.12
LGAV,OTHH,91,18.59,19.0,-5.0,51.5,0.09,0.09,-0.02,0.25,295.89,314.19,-52.4,805.95
LGHI,LGAV,182,-3.87,12.76,-21.48,16.29,-0.03,0.11,-0.13,0.08,-22.9,101.5,-114.11,73.47
LGIK,LGAV,56,13.37,40.03,-4.1,31.58,0.07,0.46,-0.13,0.17,60.78,413.61,-116.35,155.73
LGIO,LGAV,56,-11.5,11.94,-23.68,7.25,-0.2,0.09,-0.33,-0.05,-184.4,85.12,-315.83,-83.45
LGIR,EBBR,77,-4.51,13.18,-18.8,24.6,-0.05,0.1,-0.2,0.1,-134.07,253.68,-500.0,242.0
LGIR,EDDB,53,5.97,11.47,-6.88,19.66,-0.0,0.07,-0.11,0.1,-2.49,170.4,-273.1,241.54
LGIR,EDDF,138,-21.22,21.66,-55.96,6.93,-0.1,0.09,-0.24,0.03,-252.17,232.5,-596.09,79.31
LGIR,EDDH,63,-39.99,13.08,-54.73,-16.42,-0.12,0.09,-0.24,0.02,-285.8,213.24,-609.39,42.56
LGIR,EDDL,133,-6.73,12.36,-24.1,16.54,-0.0,0.09,-0.13,0.12,0.43,210.99,-329.82,332.56
LGIR,EDDM,136,10.89,30.12,-5.82,35.22,-0.02,0.1,-0.13,0.11,-37.71,250.08,-307.75,283.65
LGIR,EDDS,89,-0.11,17.04,-24.26,31.72,0.02,0.11,-0.14,0.21,46.58,258.67,-333.32,500.4
LGIR,EGCC,83,9.33,11.54,-7.18,26.57,-0.03,0.1,-0.18,0.1,-66.51,269.16,-563.16,359.87
LGIR,EGKK,112,11.99,12.05,-2.79,34.32,0.11,0.12,-0.04,0.37,273.37,302.67,-89.56,916.19
LGIR,EHAM,65,16.15,12.55,-0.74,36.28,0.06,0.08,-0.06,0.2,152.84,209.81,-173.2,510.82
LGIR,LFPG,50,3.64,19.82,-20.37,27.05,0.08,0.07,-0.02,0.17,200.85,174.37,-60.77,412.37
LGIR,LFPO,90,3.76,10.8,-8.29,21.49,0.07,0.06,-0.03,0.17,176.71,150.63,-73.52,396.6
LGIR,LFRS,52,1.41,18.66,-19.44,30.17,0.03,0.11,-0.13,0.21,80.24,266.63,-316.88,506.43
LGIR,LGAV,336,7.13,11.65,-4.62,24.25,0.04,0.06,-0.05,0.13,100.5,150.38,-115.95,344.42
LGIR,LGTS,84,-2.79,14.44,-18.03,21.24,0.03,0.05,-0.06,0.11,62.97,129.73,-142.73,252.27
LGIR,LLBG,138,13.6,14.23,-6.4,36.5,0.03,0.07,-0.07,0.15,69.32,171.98,-167.3,367.86
LGIR,LOWW,100,8.6,19.13,-22.8,41.32,0.05,0.06,-0.05,0.13,115.59,163.91,-127.08,373.3
LGIR,LSZH,112,-1.71,20.04,-29.68,26.7,-0.02,0.13,-0.21,0.19,-38.31,313.9,-468.28,484.2
LGKF,EGCC,54,11.82,15.44,-7.05,39.55,-0.03,0.1,-0.15,0.16,-65.54,241.91,-397.19,373.31
LGKF,EGKK,69,13.09,14.18,-6.6,40.1,0.13,0.13,-0.06,0.34,303.11,303.42,-130.48,812.82
LGKF,LGAV,101,5.09,12.72,-13.4,25.8,-0.05,0.08,-0.21,0.07,-56.07,108.2,-222.2,114.2
LGKO,EDDL,59,-14.49,12.75,-29.1,6.5,-0.0,0.09,-0.15,0.11,-6.37,215.07,-364.61,301.66
LGKO,EGCC,79,-1.88,15.91,-29.92,20.13,-0.04,0.09,-0.16,0.14,-118.4,327.24,-417.7,346.17
LGKO,EGKK,79,-1.96,14.28,-20.72,22.57,0.04,0.1,-0.1,0.21,112.78,284.62,-249.92,559.99
LGKO,LGAV,157,15.19,9.88,4.86,34.92,0.03,0.07,-0.06,0.14,53.66,102.56,-68.46,230.52
LGKO,LSZH,52,-8.25,20.21,-44.1,20.42,-0.09,0.12,-0.26,0.11,-228.3,303.36,-648.3,272.92
LGKP,LGAV,64,14.52,10.32,2.34,32.29,-0.04,0.09,-0.17,0.08,-27.29,111.9,-149.24,73.6
LGKR,EDDL,43,-17.27,16.3,-48.89,1.63,-0.01,0.08,-0.1,0.1,-30.91,195.49,-229.84,229.76
LGKR,EGCC,109,7.7,12.17,-9.94,22.94,-0.01,0.09,-0.13,0.14,-16.82,275.73,-391.14,360.02
LGKR,EGKK,125,11.55,15.06,-7.32,38.66,0.12,0.13,-0.04,0.35,292.37,328.88,-98.6,847.78
LGKR,EGLL,69,7.07,12.46,-8.6,32.56,0.09,0.09,-0.06,0.24,227.91,223.05,-144.62,595.44
LGKR,EGSS,54,5.33,16.05,-11.3,25.41,0.03,0.1,-0.11,0.16,69.42,245.65,-272.39,364.64
LGKR,LGAV,164,-5.51,10.97,-19.38,12.24,-0.03,0.05,-0.11,0.06,-57.86,110.75,-249.84,134.01
LGLM,LGAV,65,-0.58,15.0,-16.76,19.24,-0.05,0.09,-0.17,0.1,-46.23,81.12,-160.2,90.68
LGMK,LGAV,379,10.39,15.7,0.5,24.88,0.06,0.1,-0.07,0.16,109.5,222.44,-162.09,336.37
LGMK,LIMC,51,-54.44,20.8,-80.1,-13.0,-0.25,0.07,-0.34,-0.13,-603.54,157.72,-801.8,-326.65
LGMK,LIRN,50,-21.33,27.34,-53.67,22.43,-0.07,0.09,-0.19,0.08,-165.1,215.41,-460.18,200.0
LGML,LGAV,73,6.24,8.25,-5.94,21.74,0.04,0.07,-0.08,0.14,26.57,43.92,-45.44,90.2
LGMT,LGAV,163,-2.07,28.13,-20.77,19.62,0.02,0.17,-0.15,0.12,36.64,185.16,-138.13,194.62
LGNX,LGAV,151,19.18,17.68,8.65,37.3,0.05,0.12,-0.1,0.21,34.52,82.49,-64.5,152.7
LGPA,LGAV,302,16.6,8.94,8.1,30.19,0.04,0.08,-0.04,0.19,36.4,70.85,-35.76,173.98
LGPL,LGAV,52,11.27,10.01,1.3,31.44,0.13,0.04,0.07,0.22,82.39,29.05,43.4,140.76
LGRP,EDDF,52,-25.03,17.49,-48.68,0.76,-0.12,0.1,-0.28,0.01,-299.63,261.2,-705.0,28.78
LGRP,EDDL,54,-8.95,11.33,-24.48,9.19,0.01,0.08,-0.12,0.14,21.04,207.05,-291.66,404.09
LGRP,EFHK,73,-2.8,11.34,-19.12,9.2,0.01,0.07,-0.11,0.12,22.18,181.84,-276.5,325.38
LGRP,EGBB,66,-17.74,21.4,-39.08,13.32,-0.1,0.14,-0.25,0.12,-238.68,318.76,-607.33,296.5
LGRP,EGCC,120,0.72,13.47,-21.34,20.48,-0.04,0.09,-0.2,0.11,-131.2,293.01,-684.54,296.86
LGRP,EGGD,57,7.07,18.27,-15.28,35.92,0.0,0.12,-0.2,0.18,3.46,286.85,-484.0,445.6
LGRP,EGKK,140,3.99,14.24,-13.86,29.94,0.07,0.14,-0.11,0.3,183.02,354.58,-275.46,762.73
LGRP,EGSS,63,-1.48,13.67,-20.15,22.99,0.0,0.1,-0.17,0.16,3.72,238.1,-399.63,332.79
LGRP,LGAV,220,16.34,14.69,7.39,35.03,0.07,0.08,-0.02,0.16,170.6,170.5,-45.69,391.86
LGRP,LKPR,59,-21.11,8.57,-33.03,-5.69,-0.1,0.09,-0.22,0.05,-245.83,205.76,-514.06,111.5
LGRP,LLBG,122,16.15,25.95,-33.37,45.27,0.03,0.09,-0.13,0.16,77.98,229.22,-320.0,415.32
LGRP,LOWW,59,5.51,20.14,-19.5,41.22,0.04,0.07,-0.07,0.15,94.94,175.52,-168.7,420.85
LGSA,EFHK,77,-13.97,10.78,-33.6,2.84,-0.04,0.07,-0.14,0.06,-89.74,162.81,-359.4,133.14
LGSA,EGKK,64,13.59,18.51,-12.53,48.12,0.12,0.13,-0.07,0.39,284.81,330.63,-164.53,939.67
LGSA,LGAV,264,-19.25,18.19,-43.78,0.31,-0.09,0.08,-0.17,0.01,-186.34,194.32,-424.9,12.65
LGSK,LGAV,84,-2.88,20.81,-27.78,32.11,-0.04,0.1,-0.21,0.11,-34.93,102.2,-190.56,92.3
LGSM,LGAV,122,-15.21,11.44,-27.9,5.16,-0.1,0.08,-0.2,0.03,-88.27,92.02,-180.38,29.68
LGSR,EGKK,76,14.54,18.99,-7.93,45.45,0.1,0.13,-0.06,0.32,259.89,317.75,-134.35,809.05
LGSR,LGAV,648,5.51,15.43,-12.6,29.13,0.06,0.09,-0.06,0.17,105.63,174.5,-95.41,342.67
LGTS,EDDB,57,0.74,9.16,-13.44,14.74,0.03,0.06,-0.06,0.1,59.58,136.28,-149.42,247.18
LGTS,EDDF,59,-15.94,23.45,-48.42,8.88,-0.12,0.1,-0.25,0.02,-291.93,246.9,-643.3,39.86
LGTS,EDDL,66,-12.31,20.0,-32.28,19.05,0.02,0.08,-0.08,0.14,46.96,193.11,-166.92,304.6
LGTS,EDDM,90,4.32,12.12,-12.72,23.61,-0.04,0.06,-0.13,0.07,-87.07,137.67,-281.66,153.36
LGTS,EDDS,65,1.29,11.84,-13.94,19.18,0.04,0.07,-0.07,0.16,107.26,178.05,-183.14,392.26
LGTS,EGKK,86,0.38,16.09,-22.92,28.58,0.09,0.13,-0.08,0.33,231.83,312.71,-193.9,811.32
LGTS,LCLK,94,-3.78,14.66,-26.45,15.82,0.03,0.06,-0.06,0.12,65.78,133.59,-142.17,289.42
LGTS,LGAV,426,-0.87,28.56,-33.0,34.55,-0.04,0.13,-0.17,0.1,-91.18,301.72,-385.12,258.85
LGTS,LGIR,85,-5.44,21.91,-24.94,12.68,-0.06,0.1,-0.21,0.03,-148.82,237.08,-482.34,83.42
LGTS,LLBG,64,-2.9,14.89,-26.94,22.59,-0.04,0.08,-0.17,0.08,-96.7,188.16,-400.0,201.05
LGTS,LOWW,76,7.93,17.11,-15.9,42.4,0.04,0.05,-0.05,0.12,89.18,112.36,-125.0,254.58
LGTS,LSZH,57,1.77,14.78,-25.54,25.36,0.01,0.1,-0.16,0.16,11.63,228.18,-414.36,334.82
